#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2025-06-25-13-50-36
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1750830634.380101	Cdq04G3VcYWFKgRzYl	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	48151	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001053	0.000153	183.160.133.132	1750830613.156356	1750830634.007482	1750830636.591771	1750830636.591783	0
1750830669.259686	CHVEyE2wX2HPzQA8zj	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	47793	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001053	0.000183	183.160.133.132	1750830613.156356	1750830668.213817	1750830671.491704	1750830671.493326	0
1750830704.157674	CQRrDV1CP9rRFpjLLa	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	47269	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001053	0.000229	183.160.133.132	1750830613.156356	1750830703.191408	1750830706.371808	1750830706.371838	0
1750830739.031035	CRCx4ak2bNLROQbKl	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	45172	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001053	0.000259	183.160.133.132	1750830613.156356	1750830738.163626	1750830741.209675	1750830741.209702	0
1750830773.895063	CM8pWeT0Aj4qHt79k	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	45834	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001038	0.000183	183.160.133.132	1750830741.398807	1750830773.127285	1750830776.109580	1750830776.109600	0
1750830808.779525	CQkiYNKLiuaxEesJk	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	48040	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001038	0.000214	183.160.133.132	1750830741.398807	1750830808.101171	1750830810.880229	1750830810.880269	0
1750830843.516017	CBxs6j2xzK0rJtd1hh	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	44959	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001038	0.000259	183.160.133.132	1750830741.398807	1750830843.048847	1750830845.866711	1750830845.866729	0
1750830878.534112	CmARlM2gjynnFyrs	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	46375	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000153	183.160.133.132	1750830869.928893	1750830878.049297	1750830880.335355	1750830880.335366	0
1750830912.997823	CbIIlcn8BLXYgTTz9	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	46266	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000183	183.160.133.132	1750830869.928893	1750830912.157091	1750830915.121271	1750830915.121303	0
1750830947.765708	Cx71nN3W3CYrxrrIBk	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	47829	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000229	183.160.133.132	1750830869.928893	1750830947.106722	1750830949.769789	1750830949.769808	0
1750830982.418147	C1weeo1WE1rfCn8dR3	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	45258	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000259	183.160.133.132	1750830869.928893	1750830982.026886	1750830984.510867	1750830984.510905	0
1750831017.176195	CEdbfNXOR1QyXT6Hc	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	46562	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000168	183.160.133.132	1750831000.308081	1750831016.200289	1750831019.293665	1750831019.293679	0
1750831051.952029	CKLtUl3vRRxCGbryH1	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	47479	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000198	183.160.133.132	1750831000.308081	1750831051.148188	1750831054.168028	1750831054.168046	0
1750831086.819457	C1WNxN3gelceaEwBca	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	47326	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000244	183.160.133.132	1750831000.308081	1750831086.117983	1750831089.081166	1750831089.081179	0
1750831121.748433	CbOJKvY09ZaTTyY5g	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	45406	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000275	183.160.133.132	1750831000.308081	1750831121.099705	1750831123.816842	1750831123.816868	0
1750831156.490177	CM9OJS38tPfcbX2sI6	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	46560	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000183	183.160.133.132	1750831130.254622	1750831156.036313	1750831158.730502	1750831158.730574	0
1750831191.406478	CWMvxn3stQ2jSK9KHd	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	47084	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000214	183.160.133.132	1750831130.254622	1750831191.015071	1750831193.725723	1750831193.725804	0
1750831226.409547	CP10ZW16Tbl2Gqz9k2	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	47387	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000244	183.160.133.132	1750831130.254622	1750831226.012530	1750831228.683350	1750831228.683387	0
1750831261.347654	C4x3GB4g9EklIBJK51	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	45314	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000153	183.160.133.132	1750831259.261317	1750831261.001492	1750831263.637838	1750831263.637864	0
1750831296.306443	CxPh9k1uhg2RhMlQcc	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	45815	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000198	183.160.133.132	1750831259.261317	1750831295.225260	1750831298.563401	1750831298.563431	0
1750831331.230987	CzghFB5ZOzUibuIva	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	48520	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000229	183.160.133.132	1750831259.261317	1750831330.207993	1750831333.506032	1750831333.506112	0
1750831366.174901	C01nu04iGuAQad5mZg	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	47382	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001022	0.000275	183.160.133.132	1750831259.261317	1750831365.194739	1750831368.429376	1750831368.429394	0
1750831401.098837	Cb9dhM1WmH9F3tAbz9	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	47737	2620:2d:4000:1::41	123	4	4	2	1.000000	0.000000	0.001053	0.000259	183.160.133.132	1750831387.927796	1750831400.177019	1750831403.338325	1750831403.338345	0
#close	2025-06-25-14-03-34
