#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2025-06-25-13-51-34
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]
1750830634.032401	Cdq04G3VcYWFKgRzYl	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	48151	2620:2d:4000:1::41	123	udp	ntp	0.347700	0	48	SHR	F	F	0	Cd	0	0	1	96	-
1750830694.844595	C3q9Zt3HWraSrdd3Gd	10.141.143.123	60334	10.141.143.123	5000	tcp	http	0.014442	206	0	SH	T	T	0	ScADF	7	498	0	0	-
1750830700.935536	C0MdsY1yMRgU1ojFbk	10.141.143.123	60357	10.141.143.123	5000	tcp	http	0.004829	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830707.377877	CD2ZOq4wGtZDLkUNpa	10.141.143.123	60359	10.141.143.123	5000	tcp	http	0.003735	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830713.325244	CN9f4f3PrlarKYc8Dh	10.141.143.123	60362	10.141.143.123	5000	tcp	http	0.006608	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830719.339203	CjhXqE3sKjWHiCy6Z5	10.141.143.123	60366	10.141.143.123	5000	tcp	http	0.002724	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830668.918566	CHVEyE2wX2HPzQA8zj	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	47793	2620:2d:4000:1::41	123	udp	ntp	0.341120	0	48	SHR	F	F	0	Cd	0	0	1	96	-
1750830725.342851	CSD7Rg1ks55CFetKuj	10.141.143.123	60382	10.141.143.123	5000	tcp	http	0.002697	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830730.345471	CvNkxg4f0XNEwKH4y8	10.141.143.123	60394	10.141.143.123	5000	tcp	http	0.005627	351	0	SH	T	T	0	ScADF	7	643	0	0	-
1750830731.359974	C4VjrB48Udr0yFtP3a	10.141.143.123	60395	10.141.143.123	5000	tcp	http	0.003604	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830736.374886	Cs7MLk3S9OWiypaFi8	10.141.143.123	60403	10.141.143.123	5000	tcp	http	0.004074	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830737.345625	CS3Owm2id5PNME9Wq1	10.141.143.123	60405	10.141.143.123	5000	tcp	http	0.004907	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830742.728523	CO1CNn11AC2AwLTVQg	10.141.143.123	60407	10.141.143.123	5000	tcp	http	0.005430	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830743.747664	CBIgKm2ooCn2pqi1nl	10.141.143.123	60408	10.141.143.123	5000	tcp	http	0.004090	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830748.792747	CWizjm4LxAaCA8rL23	10.141.143.123	60411	10.141.143.123	5000	tcp	http	0.006667	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830749.807181	COIm034kNVEfAn9Jr4	10.141.143.123	60413	10.141.143.123	5000	tcp	http	0.005400	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830754.845582	CMQ2qk476IyURk1NT5	10.141.143.123	60416	10.141.143.123	5000	tcp	http	0.005456	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830755.821481	CyaefEWlo6FQ2WF14	10.141.143.123	60417	10.141.143.123	5000	tcp	http	0.004689	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830703.822288	CQRrDV1CP9rRFpjLLa	240c:cf81:8d:88b2:3426:58e5:7f1e:5c6a	47269	2620:2d:4000:1::41	123	udp	ntp	0.335386	0	48	SHR	F	F	0	Cd	0	0	1	96	-
1750830760.858153	CUI37g4peiWntuXgNj	10.141.143.123	60428	10.141.143.123	5000	tcp	http	0.004046	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830761.852393	CCHuyD23JMoAcHKP2e	10.141.143.123	60429	10.141.143.123	5000	tcp	http	0.016607	329	0	SH	T	T	0	ScADF	7	621	0	0	-
1750830764.864651	CQsLe237rMeGbAZ2Z4	10.141.143.123	60431	10.141.143.123	5000	tcp	http	0.003940	351	0	SH	T	T	0	ScADF	7	643	0	0	-
1750830766.850075	CA0zGs4kYR95Ryv0A	10.141.143.123	60432	10.141.143.123	5000	tcp	http	0.005317	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830767.899168	CzQ5z01L4j0bIQ2CTf	10.141.143.123	60433	10.141.143.123	5000	tcp	http	0.005458	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830770.906284	CKP4jhBtncPxeNdlj	10.141.143.123	60435	10.141.143.123	5000	tcp	http	0.004419	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830772.941542	Cywt1p3SpW5AuRCZe3	10.141.143.123	60436	10.141.143.123	5000	tcp	http	0.007191	329	0	SH	T	T	0	ScADF	7	621	0	0	-
1750830776.293095	CSDUHQ2FzqRC1f3TI6	10.141.143.123	60437	10.141.143.123	5000	tcp	http	0.005100	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830776.622705	CuX5OC37Fj9sGlpa99	10.141.143.123	60438	10.141.143.123	5000	tcp	http	0.005467	329	0	SH	T	T	0	ScADF	7	621	0	0	-
1750830778.683078	C3kYAB2CgyPdeVEf7g	10.141.143.123	60440	10.141.143.123	5000	tcp	http	0.004697	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830781.703842	CRGthZ3hSajxP86EHj	10.141.143.123	60441	10.141.143.123	5000	tcp	http	0.005329	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830782.698078	C3HcjH15nnBFjavf31	10.141.143.123	60443	10.141.143.123	5000	tcp	http	0.003022	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830784.718095	Cb7Iv84aH9iYC2Uakc	10.141.143.123	60444	10.141.143.123	5000	tcp	http	0.008100	330	0	SH	T	T	0	ScADF	7	622	0	0	-
1750830787.678815	Cs3soI2lWsSYeb7cni	10.141.143.123	60452	10.141.143.123	5000	tcp	http	0.002806	330	0	SH	T	T	0	ScADF	7	622	0	0	-
