 ,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label
2440.0,2025-06-23T01:44:37+0800,Cv5xyi4msRF7hyvrA9,192.168.84.22,59539,192.168.84.22,6007,tcp,,0.000321,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2441.0,2025-06-23T01:44:37+0800,CRkEZq1AYaFV8wEbSh,192.168.84.22,58233,192.168.84.22,3283,tcp,,0.00033,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2442.0,2025-06-23T01:44:37+0800,CK2EuK1U5qev46yIsd,192.168.84.22,60507,192.168.84.22,648,tcp,,0.000405,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2443.0,2025-06-23T01:44:37+0800,Cy00Q6349g2mSeWJz2,192.168.84.22,57649,192.168.84.22,1080,tcp,,0.000464,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2444.0,2025-06-23T01:44:37+0800,CRhV5M3KWyQQZTySN3,192.168.84.22,58065,192.168.84.22,6006,tcp,,5.8e-05,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2445.0,2025-06-23T01:44:37+0800,CzieEr2jRM8tBbBR31,192.168.84.22,58051,192.168.84.22,15660,tcp,,0.000346,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2446.0,2025-06-23T01:44:37+0800,CSIaKL38sUJFzBUe4b,192.168.84.22,59775,192.168.84.22,3367,tcp,,0.00018,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2447.0,2025-06-23T01:44:37+0800,CtcqbE1UvgcgoBufIb,192.168.84.22,58215,192.168.84.22,593,tcp,,0.000278,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2448.0,2025-06-23T01:44:37+0800,CjwR2E4jv3ev4U98y4,192.168.84.22,59457,192.168.84.22,497,tcp,,0.000246,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2449.0,2025-06-23T01:44:37+0800,CSaEK12jtZpNGm4UT8,192.168.84.22,59983,192.168.84.22,4111,tcp,,0.000181,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2450.0,2025-06-23T01:44:37+0800,Cs4zQ41d4eac3OjZe,192.168.84.22,58675,192.168.84.22,9593,tcp,,0.000541,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2451.0,2025-06-23T01:44:37+0800,CyiOJA2XBj3QWi0g83,192.168.84.22,58435,192.168.84.22,6547,tcp,,0.000203,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2452.0,2025-06-23T01:44:37+0800,CGiBKY3mwmgAuDtJc7,192.168.84.22,57015,192.168.84.22,42,tcp,,0.000275,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2453.0,2025-06-23T01:44:37+0800,CoQMQq2fW4VimWTpTl,192.168.84.22,58067,192.168.84.22,1070,tcp,,0.000254,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2454.0,2025-06-23T01:44:37+0800,ClRlM62dutkWChpjV8,192.168.84.22,60943,192.168.84.22,16018,tcp,,0.000453,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2455.0,2025-06-23T01:44:37+0800,CeHZic1wmoQwfJhys3,192.168.84.22,59407,192.168.84.22,1062,tcp,,0.000296,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2456.0,2025-06-23T01:44:37+0800,CHlZ9x3eEAR0lZuZvb,192.168.84.22,60775,192.168.84.22,8100,tcp,,0.000165,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2457.0,2025-06-23T01:44:37+0800,C7oy3N1d7wj3f1elmg,192.168.84.22,60893,192.168.84.22,70,tcp,,0.000365,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2458.0,2025-06-23T01:44:37+0800,CB6A1825rS5OsXEgVd,192.168.84.22,56917,192.168.84.22,1166,tcp,,0.000163,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2459.0,2025-06-23T01:44:37+0800,C26jbw1sDlKyi5Hdbd,192.168.84.22,59043,192.168.84.22,801,tcp,,9.1e-05,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2460.0,2025-06-23T01:44:37+0800,C2WyVc2XltrI5tZdU,192.168.84.22,58325,192.168.84.22,32,tcp,,0.000124,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2461.0,2025-06-23T01:44:37+0800,CNtnMQUfd88JQ5BX5,192.168.84.22,57691,192.168.84.22,82,tcp,,0.000124,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2462.0,2025-06-23T01:44:37+0800,Cg9sVt2Bjt2xhysySk,192.168.84.22,57461,192.168.84.22,1036,tcp,,0.000216,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2463.0,2025-06-23T01:44:37+0800,CKP3h71E626CZc4enh,192.168.84.22,57997,192.168.84.22,9485,tcp,,0.000125,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2464.0,2025-06-23T01:44:37+0800,CrAkCb3Fh2C2z8hdll,192.168.84.22,59607,192.168.84.22,60020,tcp,,0.000116,0.0,0.0,REJ,T,T,0,Sr,1,60,2,80,,Malicious
2465.0,2025-06-23T01:44:37+0800,C2j9E41EIS2y2RibUc,192.168.84.22,59043,192.168.84.22,5961,tcp,,0.000168,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2466.0,2025-06-23T01:44:37+0800,Cq8dNd2q1QMr1Mbopf,192.168.84.22,57383,192.168.84.22,1119,tcp,,0.000158,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2467.0,2025-06-23T01:44:37+0800,CqXfeZ2wCcK2mDXrDl,192.168.84.22,57819,192.168.84.22,1041,tcp,,0.00011,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2468.0,2025-06-23T01:44:37+0800,CMgr5k4ApgSllVZCbj,192.168.84.22,57927,192.168.84.22,10002,tcp,,0.000222,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2469.0,2025-06-23T01:44:37+0800,C2d7z41XVf5JEypa46,192.168.84.22,58317,192.168.84.22,32777,tcp,,0.000174,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2470.0,2025-06-23T01:44:37+0800,CGMJ3a4175Te35QWnf,192.168.84.22,60939,192.168.84.22,8383,tcp,,0.000168,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2471.0,2025-06-23T01:44:37+0800,CO7Rbv2luBYziCodna,192.168.84.22,59003,192.168.84.22,1107,tcp,,0.000141,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2472.0,2025-06-23T01:44:37+0800,CSF3zee7kiRf8UWGb,192.168.84.22,60709,192.168.84.22,1218,tcp,,0.000167,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2473.0,2025-06-23T01:44:37+0800,CBmKsp3uoNpEQejoH2,192.168.84.22,56975,192.168.84.22,1077,tcp,,0.000116,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2474.0,2025-06-23T01:44:37+0800,CI3oMx2zTloqR9Gcql,192.168.84.22,57101,192.168.84.22,1164,tcp,,8e-05,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2475.0,2025-06-23T01:44:37+0800,CEgeLt2G2O65Eycog5,192.168.84.22,60897,192.168.84.22,50003,tcp,,0.000134,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2476.0,2025-06-23T01:44:37+0800,CDvM262fZjaJVRikN3,192.168.84.22,60475,192.168.84.22,1001,tcp,,0.000225,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2477.0,2025-06-23T01:44:37+0800,CjrP2D44tKMBPCuhbb,192.168.84.22,58267,192.168.84.22,1165,tcp,,6.7e-05,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2478.0,2025-06-23T01:44:37+0800,CDB1zH1oJBoaVvnHD7,192.168.84.22,59435,192.168.84.22,1050,tcp,,0.000316,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2479.0,2025-06-23T01:44:37+0800,Cko5kQ1YzG0G2ZOkD7,192.168.84.22,59963,192.168.84.22,1301,tcp,,0.000151,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2480.0,2025-06-23T01:44:37+0800,Cad38B2D96VryxFd3l,192.168.84.22,59687,192.168.84.22,31038,tcp,,5.9e-05,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2481.0,2025-06-23T01:44:37+0800,CQGRTk1JvcEAae3zN6,192.168.84.22,58685,192.168.84.22,1500,tcp,,0.000212,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2482.0,2025-06-23T01:44:37+0800,C5HhSd4Osh5IdHkEl8,192.168.84.22,57353,192.168.84.22,2875,tcp,,0.000222,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2483.0,2025-06-23T01:44:37+0800,C74GBbCbaVPwnB5Uf,192.168.84.22,58055,192.168.84.22,3998,tcp,,8.8e-05,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2484.0,2025-06-23T01:44:37+0800,C7ff212piQZ1ZvAnec,192.168.84.22,57921,192.168.84.22,9666,tcp,,0.000195,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2485.0,2025-06-23T01:44:37+0800,CKyrg02IO3QDoz3y1a,192.168.84.22,57501,192.168.84.22,51103,tcp,,6.1e-05,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2486.0,2025-06-23T01:44:37+0800,ClcolYdUUqAwv84c4,192.168.84.22,57561,192.168.84.22,5560,tcp,,0.000103,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2487.0,2025-06-23T01:44:37+0800,CL3pzX2oZVuXieASj5,192.168.84.22,56999,192.168.84.22,1113,tcp,,0.000168,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2488.0,2025-06-23T01:44:37+0800,CYhgW6r3900WIR0j3,192.168.84.22,58971,192.168.84.22,7,tcp,,0.00016,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2489.0,2025-06-23T01:44:37+0800,CMdxw02eJWMRMawzD8,192.168.84.22,59975,192.168.84.22,1187,tcp,,0.000153,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2490.0,2025-06-23T01:44:37+0800,CGg8Pf232p8tGlOz0l,192.168.84.22,58579,192.168.84.22,8193,tcp,,0.000567,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2491.0,2025-06-23T01:44:37+0800,Cj9MeK38cEq9Hqrqy2,192.168.84.22,58071,192.168.84.22,55056,tcp,,0.000458,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2492.0,2025-06-23T01:44:37+0800,CwImMv3xMX5F5Ck6nb,192.168.84.22,58375,192.168.84.22,1108,tcp,,0.00047,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2493.0,2025-06-23T01:44:37+0800,C5IM8m2LBPsw45TxY8,192.168.84.22,59855,192.168.84.22,2869,tcp,,0.000431,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2494.0,2025-06-23T01:44:37+0800,CZPCIPxveZ2mXaXp7,192.168.84.22,57235,192.168.84.22,3851,tcp,,0.000412,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2495.0,2025-06-23T01:44:37+0800,CaJXL43DcO1E4WutG6,192.168.84.22,57695,192.168.84.22,616,tcp,,0.000346,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2496.0,2025-06-23T01:44:37+0800,C51Ohw39pn9ZQqwnC2,192.168.84.22,57031,192.168.84.22,5060,tcp,,0.000549,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2497.0,2025-06-23T01:44:37+0800,CEgDBR2RkBeJWRz73g,192.168.84.22,57911,192.168.84.22,49156,tcp,,0.000642,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2498.0,2025-06-23T01:44:37+0800,CUalEI3W0gvhhgECTl,192.168.84.22,57317,192.168.84.22,902,tcp,,0.000445,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2499.0,2025-06-23T01:44:37+0800,CiUWJh4a4bNYS7O3Xg,192.168.84.22,58115,192.168.84.22,2602,tcp,,0.000462,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2500.0,2025-06-23T01:44:37+0800,CicVHt3itkkhNwqyO8,192.168.84.22,60893,192.168.84.22,5906,tcp,,0.000507,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2501.0,2025-06-23T01:44:37+0800,C74W9A2jul4JsJDVQ2,192.168.84.22,59385,192.168.84.22,7777,tcp,,0.000536,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2502.0,2025-06-23T01:44:37+0800,CnQXCz1Lqr7bPUDnQg,192.168.84.22,58225,192.168.84.22,9898,tcp,,0.000656,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2503.0,2025-06-23T01:44:37+0800,CNoePQ3ZOAF3VXRE53,192.168.84.22,59065,192.168.84.22,81,tcp,,0.000714,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2504.0,2025-06-23T01:44:37+0800,Ck456N17ND024JyWp8,192.168.84.22,59861,192.168.84.22,1666,tcp,,0.000871,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2505.0,2025-06-23T01:44:37+0800,CkYrtW2WY5BEcIXo7a,192.168.84.22,60491,192.168.84.22,50000,tcp,,0.000948,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2506.0,2025-06-23T01:44:37+0800,CoeDq9UADElZhsDSj,192.168.84.22,57523,192.168.84.22,1974,tcp,,0.000343,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2507.0,2025-06-23T01:44:37+0800,CEMMFNuoR0XqSwkih,192.168.84.22,57053,192.168.84.22,8443,tcp,,0.000561,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2508.0,2025-06-23T01:44:37+0800,CZbgfh4XjqNonGCJW9,192.168.84.22,59657,192.168.84.22,1038,tcp,,0.000629,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2509.0,2025-06-23T01:44:37+0800,C1JQYh3OeEkQXk6ona,192.168.84.22,58215,192.168.84.22,8652,tcp,,0.000467,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2510.0,2025-06-23T01:44:37+0800,CpnAqfBQT20GKGDm4,192.168.84.22,56989,192.168.84.22,9876,tcp,,0.001424,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2511.0,2025-06-23T01:44:37+0800,CFZ2f32zHVl2kPSLxd,192.168.84.22,60189,192.168.84.22,1216,tcp,,0.001432,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2512.0,2025-06-23T01:44:37+0800,CFiO8E2og1Ty31h6Cc,192.168.84.22,57571,192.168.84.22,2179,tcp,,0.000549,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2513.0,2025-06-23T01:44:37+0800,CF9BLtCIUpLq4Nen9,192.168.84.22,59549,192.168.84.22,2035,tcp,,0.000278,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2514.0,2025-06-23T01:44:37+0800,CIMrra1V3MWTdRf7qi,192.168.84.22,57927,192.168.84.22,1060,tcp,,0.000375,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2515.0,2025-06-23T01:44:37+0800,CHtIMX16MZcgyuy4bb,192.168.84.22,59573,192.168.84.22,1104,tcp,,0.000468,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2516.0,2025-06-23T01:44:37+0800,CPIbKa4xQ0gskM8yb9,192.168.84.22,57219,192.168.84.22,16992,tcp,,0.000518,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2517.0,2025-06-23T01:44:37+0800,ChrtHp9vW0xZEBDe5,192.168.84.22,60585,192.168.84.22,79,tcp,,0.000481,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2518.0,2025-06-23T01:44:37+0800,CK4Vis1hSzvtHUIkK,192.168.84.22,60629,192.168.84.22,33,tcp,,0.000462,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2519.0,2025-06-23T01:44:37+0800,C8SJ0C33voArJByYEi,192.168.84.22,57837,192.168.84.22,1079,tcp,,0.000462,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2520.0,2025-06-23T01:44:37+0800,C8Uda42QI8fiAATbnl,192.168.84.22,60609,192.168.84.22,3301,tcp,,0.000434,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2521.0,2025-06-23T01:44:37+0800,CYgzE04OSQzb2ewvd2,192.168.84.22,57279,192.168.84.22,2492,tcp,,0.00071,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2522.0,2025-06-23T01:44:37+0800,CSQWhi2GAAacaUJpW2,192.168.84.22,60531,192.168.84.22,1201,tcp,,0.000497,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2523.0,2025-06-23T01:44:37+0800,C3RGJU3bR70ye0oIr5,192.168.84.22,57305,192.168.84.22,15002,tcp,,0.000463,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2524.0,2025-06-23T01:44:37+0800,CStJfd3mHq3CvRnEDj,192.168.84.22,58465,192.168.84.22,10012,tcp,,0.000544,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2525.0,2025-06-23T01:44:37+0800,Curf8D17cFiVcPkaVb,192.168.84.22,58985,192.168.84.22,24,tcp,,0.000573,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2526.0,2025-06-23T01:44:37+0800,CRjhQHHmnsByHqlAg,192.168.84.22,57877,192.168.84.22,1105,tcp,,0.000517,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2527.0,2025-06-23T01:44:37+0800,CefzbocBcmKn6C5H,192.168.84.22,58009,192.168.84.22,144,tcp,,0.000585,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2528.0,2025-06-23T01:44:37+0800,CSU8fM3QqTOQBr6XJ3,192.168.84.22,59651,192.168.84.22,2809,tcp,,0.000248,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2529.0,2025-06-23T01:44:37+0800,CkdESe22BWe3uhu9ld,192.168.84.22,60407,192.168.84.22,2701,tcp,,0.000507,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2530.0,2025-06-23T01:44:37+0800,CKsTKh4YiJus7cYK01,192.168.84.22,57997,192.168.84.22,85,tcp,,0.000363,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2531.0,2025-06-23T01:44:37+0800,CmYZuk4LVmotVM1fl7,192.168.84.22,58353,192.168.84.22,8009,tcp,,0.00029,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2532.0,2025-06-23T01:44:37+0800,CqXW1R3pkXn7nSFwTc,192.168.84.22,58611,192.168.84.22,19801,tcp,,0.000684,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2533.0,2025-06-23T01:44:37+0800,CTqKuk12rv5SR1HTs3,192.168.84.22,60869,192.168.84.22,4125,tcp,,0.000655,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2534.0,2025-06-23T01:44:37+0800,CWfW4P2uvO81zt6CZc,192.168.84.22,60485,192.168.84.22,4001,tcp,,0.000628,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2535.0,2025-06-23T01:44:37+0800,CVVUsZ11KFbajNuNb,192.168.84.22,59237,192.168.84.22,1154,tcp,,0.000452,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2536.0,2025-06-23T01:44:37+0800,CAfH8E4GvsebPjnKKc,192.168.84.22,59155,192.168.84.22,2401,tcp,,0.000728,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2537.0,2025-06-23T01:44:37+0800,Cl1zOD4P4tuLARcUF9,192.168.84.22,60623,192.168.84.22,1022,tcp,,0.000443,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2538.0,2025-06-23T01:44:37+0800,CLE5sb4LHx3dDk7Myi,192.168.84.22,58085,192.168.84.22,2003,tcp,,0.000634,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2539.0,2025-06-23T01:44:37+0800,C0zhmR1OMUBpuwVnn1,192.168.84.22,58895,192.168.84.22,109,tcp,,0.000586,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2540.0,2025-06-23T01:44:37+0800,C4E8Gq113Tcw9roTJa,192.168.84.22,59787,192.168.84.22,8180,tcp,,0.000286,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2541.0,2025-06-23T01:44:37+0800,C82ivvpd3HIyK01pd,192.168.84.22,59667,192.168.84.22,16001,tcp,,0.000687,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2542.0,2025-06-23T01:44:37+0800,Czcn2t26ZvOD5iLFV4,192.168.84.22,59461,192.168.84.22,12345,tcp,,0.000394,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2543.0,2025-06-23T01:44:37+0800,CLnwwjk3yE4dRdJW6,192.168.84.22,60379,192.168.84.22,161,tcp,,0.000248,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2544.0,2025-06-23T01:44:37+0800,CAZiX11Pds2PyxcGyb,192.168.84.22,57349,192.168.84.22,5050,tcp,,0.000209,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2545.0,2025-06-23T01:44:37+0800,CFo2OAh3vGRYXvz8l,192.168.84.22,56991,192.168.84.22,6567,tcp,,0.000192,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2546.0,2025-06-23T01:44:37+0800,CsQu2w1kCUUXPqwiya,192.168.84.22,59347,192.168.84.22,5061,tcp,,0.000499,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2547.0,2025-06-23T01:44:37+0800,CkLfEB2LNEuPq353Ta,192.168.84.22,59047,192.168.84.22,83,tcp,,0.000363,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2548.0,2025-06-23T01:44:37+0800,Cx12oq4gq3OlKP8FVh,192.168.84.22,59305,192.168.84.22,90,tcp,,0.00073,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2549.0,2025-06-23T01:44:37+0800,CaCORa4vZrmTGfPGv9,192.168.84.22,57605,192.168.84.22,10629,tcp,,0.000456,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2550.0,2025-06-23T01:44:37+0800,Ct04Jl3d2gDOFyDdrg,192.168.84.22,58659,192.168.84.22,6668,tcp,,0.00029,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2551.0,2025-06-23T01:44:37+0800,CGFIGf1OAGanzt2lud,192.168.84.22,56987,192.168.84.22,515,tcp,,0.000285,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2552.0,2025-06-23T01:44:37+0800,C5CcsMFZMBcs6XZUg,192.168.84.22,60433,192.168.84.22,1102,tcp,,0.000667,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2553.0,2025-06-23T01:44:37+0800,CVfkVN9Blq8oSvF4j,192.168.84.22,57157,192.168.84.22,9878,tcp,,0.000722,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2554.0,2025-06-23T01:44:37+0800,C6WOrKIHMU3a8LTm7,192.168.84.22,58781,192.168.84.22,50389,tcp,,0.000462,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2555.0,2025-06-23T01:44:37+0800,CtTe5Z2ZDs3kQKLK4b,192.168.84.22,59563,192.168.84.22,417,tcp,,0.00052,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2556.0,2025-06-23T01:44:37+0800,C3FZxj13PCLEQ59nL,192.168.84.22,60735,192.168.84.22,5998,tcp,,0.000664,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2557.0,2025-06-23T01:44:37+0800,CEtbUS1M9CQ4xTD3K2,192.168.84.22,58305,192.168.84.22,60443,tcp,,0.000317,0.0,0.0,REJ,T,T,0,Sr,1,60,2,80,,Malicious
2558.0,2025-06-23T01:44:37+0800,CeNLqe3a9mpA8bLO8d,192.168.84.22,58807,192.168.84.22,11111,tcp,,0.000249,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2559.0,2025-06-23T01:44:37+0800,C0ObyJ317so1khU12i,192.168.84.22,57815,192.168.84.22,6580,tcp,,0.000306,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2560.0,2025-06-23T01:44:37+0800,CseuuC4CxhoKPFDaP8,192.168.84.22,58005,192.168.84.22,3551,tcp,,0.000263,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2561.0,2025-06-23T01:44:37+0800,CVKgeu3GZx3SfZlXXf,192.168.84.22,59177,192.168.84.22,1272,tcp,,0.000314,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2562.0,2025-06-23T01:44:37+0800,Cb4Oeg4nlrnUv7fkyk,192.168.84.22,57731,192.168.84.22,37,tcp,,0.000366,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2563.0,2025-06-23T01:44:37+0800,CmaFp90eZOkMcrapb,192.168.84.22,59193,192.168.84.22,2008,tcp,,8.5e-05,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2564.0,2025-06-23T01:44:37+0800,CmhMid1FHLAL2JuQVj,192.168.84.22,58549,192.168.84.22,25735,tcp,,0.000166,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2565.0,2025-06-23T01:44:37+0800,C8w8Nor0VAHgqKodg,192.168.84.22,57051,192.168.84.22,44442,tcp,,0.000124,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
2566.0,2025-06-23T01:44:37+0800,CV9tXK1r2SDtaByZc,192.168.84.22,57215,192.168.84.22,1199,tcp,,0.000174,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
