 ,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label
6128.0,2025-06-23T01:55:26+0800,C8KRNh3aK95caKP9i5,192.168.84.22,60877,192.168.84.22,38292,tcp,,0.000572,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6129.0,2025-06-23T01:55:26+0800,CytahF12c36VdCKLh3,192.168.84.22,59997,192.168.84.22,4242,tcp,,0.000466,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6130.0,2025-06-23T01:55:26+0800,CUX1M142CpknjQbdle,192.168.84.22,57805,192.168.84.22,50006,tcp,,0.000246,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6131.0,2025-06-23T01:55:26+0800,CyyOGr3xHwa7MfI7eb,192.168.84.22,58271,192.168.84.22,5850,tcp,,0.000515,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6132.0,2025-06-23T01:55:26+0800,CJ9f9YZaouSEB47Lk,192.168.84.22,60349,192.168.84.22,1130,tcp,,0.000553,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6133.0,2025-06-23T01:55:26+0800,C5fSlvS4RJKkAIsw4,192.168.84.22,58839,192.168.84.22,49152,tcp,,0.000212,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6134.0,2025-06-23T01:55:26+0800,C2M1mD3qs4m4N9ehq2,192.168.84.22,58223,192.168.84.22,3260,tcp,,0.000403,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6135.0,2025-06-23T01:55:26+0800,CG4iQ82yRhjZOzVSR2,192.168.84.22,59217,192.168.84.22,1300,tcp,,0.00045,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6136.0,2025-06-23T01:55:26+0800,CkSx19449acTo5hVhe,192.168.84.22,59761,192.168.84.22,1641,tcp,,0.000226,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6137.0,2025-06-23T01:55:26+0800,CrEG5Z3ujhj9h83Vek,192.168.84.22,58223,192.168.84.22,5952,tcp,,0.000501,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6138.0,2025-06-23T01:55:26+0800,CidtAlnXwu7CcqEYg,192.168.84.22,57477,192.168.84.22,7100,tcp,,0.000351,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6139.0,2025-06-23T01:55:26+0800,COdqUK3P3lhQlKWFH4,192.168.84.22,59459,192.168.84.22,21571,tcp,,0.000482,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6140.0,2025-06-23T01:55:26+0800,Cgbyyy2YMv8IcrKq3c,192.168.84.22,56971,192.168.84.22,5915,tcp,,0.000295,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6141.0,2025-06-23T01:55:26+0800,C6vTOs3ztszt6aTaq8,192.168.84.22,57887,192.168.84.22,20828,tcp,,0.000414,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6142.0,2025-06-23T01:55:26+0800,CvyKKZ21H6nUtj85fd,192.168.84.22,60069,192.168.84.22,555,tcp,,0.000136,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6143.0,2025-06-23T01:55:26+0800,CVACTv3cYIRKECTQug,192.168.84.22,58485,192.168.84.22,5560,tcp,,0.000331,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6144.0,2025-06-23T01:55:26+0800,C85MAE3YFjrdb5G5Q8,192.168.84.22,59983,192.168.84.22,1079,tcp,,0.000618,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6145.0,2025-06-23T01:55:26+0800,CBwfCe1xWy1mDsinCj,192.168.84.22,57505,192.168.84.22,617,tcp,,0.000523,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6146.0,2025-06-23T01:55:26+0800,Cnr3wq2fasK8wkIxZg,192.168.84.22,60423,192.168.84.22,3351,tcp,,0.000307,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6147.0,2025-06-23T01:55:26+0800,CVotJo2KloRChMcxuf,192.168.84.22,59271,192.168.84.22,9876,tcp,,0.000559,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6148.0,2025-06-23T01:55:26+0800,CJxsW11sbtl0YD1Jta,192.168.84.22,57539,192.168.84.22,1999,tcp,,0.000249,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6149.0,2025-06-23T01:55:26+0800,Ci6adB2Kbk9VEi2KFk,192.168.84.22,59957,192.168.84.22,1521,tcp,,0.000201,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6150.0,2025-06-23T01:55:26+0800,CDVZrJ3OAPyhDE43y5,192.168.84.22,60501,192.168.84.22,8084,tcp,,0.00015,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6151.0,2025-06-23T01:55:26+0800,CqKd3M3j2BNTBTDAu8,192.168.84.22,59563,192.168.84.22,2601,tcp,,0.000316,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6152.0,2025-06-23T01:55:26+0800,CiGRfhfKw4j2myrWj,192.168.84.22,59157,192.168.84.22,8333,tcp,,0.000144,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6153.0,2025-06-23T01:55:26+0800,CVluu23d6DXZAFiCjh,192.168.84.22,57155,192.168.84.22,12265,tcp,,0.000307,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6154.0,2025-06-23T01:55:26+0800,CE1Wug3Re2RqLnCdta,192.168.84.22,57773,192.168.84.22,7512,tcp,,0.000334,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6155.0,2025-06-23T01:55:26+0800,CJxEmK3ndUottPvJ3f,192.168.84.22,58091,192.168.84.22,2190,tcp,,0.000293,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6156.0,2025-06-23T01:55:26+0800,C8k9Kd1PLxZxeVJFLd,192.168.84.22,60233,192.168.84.22,5999,tcp,,0.000288,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6157.0,2025-06-23T01:55:26+0800,CPuGZq4xHLD10CLaql,192.168.84.22,60549,192.168.84.22,2049,tcp,,0.000364,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6158.0,2025-06-23T01:55:26+0800,Cunf7g1l2cETuzh7nd,192.168.84.22,57915,192.168.84.22,163,tcp,,0.000214,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6159.0,2025-06-23T01:55:26+0800,CgPTc91vnCYakUr6Ee,192.168.84.22,59409,192.168.84.22,1097,tcp,,0.000195,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6160.0,2025-06-23T01:55:26+0800,CkMyth1WhYjALt8lq1,192.168.84.22,57991,192.168.84.22,1063,tcp,,0.00029,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6161.0,2025-06-23T01:55:26+0800,CFsvr3mrSQCLhTHrk,192.168.84.22,60861,192.168.84.22,2038,tcp,,0.00029,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6162.0,2025-06-23T01:55:26+0800,CWRSh02defjoTL0Qp6,192.168.84.22,57053,192.168.84.22,5904,tcp,,0.00029,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6163.0,2025-06-23T01:55:26+0800,CwiDNx4mLPImDAnl47,192.168.84.22,60753,192.168.84.22,1106,tcp,,0.000317,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6164.0,2025-06-23T01:55:26+0800,CagKNr1bmasf2RogYj,192.168.84.22,60669,192.168.84.22,3690,tcp,,0.000311,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6165.0,2025-06-23T01:55:26+0800,C7i5wQ3DTACpNJgpof,192.168.84.22,59487,192.168.84.22,8001,tcp,,0.000377,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6166.0,2025-06-23T01:55:26+0800,C7TpKG2ZAIi6bhe1g1,192.168.84.22,59127,192.168.84.22,1124,tcp,,0.000281,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6167.0,2025-06-23T01:55:26+0800,CChz2y1RcaWvxLISB8,192.168.84.22,60719,192.168.84.22,616,tcp,,0.000355,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6168.0,2025-06-23T01:55:26+0800,CsExH6274jVOnEx466,192.168.84.22,60129,192.168.84.22,23502,tcp,,0.000339,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6169.0,2025-06-23T01:55:26+0800,CzzB762Is6olMX0d0i,192.168.84.22,57393,192.168.84.22,999,tcp,,0.000323,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6170.0,2025-06-23T01:55:26+0800,COwURw30XQpzeDfXfl,192.168.84.22,58277,192.168.84.22,7443,tcp,,0.000316,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6171.0,2025-06-23T01:55:26+0800,CUnvVK3FxPIog36Sud,192.168.84.22,58573,192.168.84.22,70,tcp,,0.000356,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6172.0,2025-06-23T01:55:26+0800,C2XRUH3wbytVXM1hsl,192.168.84.22,59257,192.168.84.22,51493,tcp,,0.00035,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6173.0,2025-06-23T01:55:26+0800,CgIZbQ3gm5JtnDY65,192.168.84.22,58077,192.168.84.22,3809,tcp,,0.000154,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6174.0,2025-06-23T01:55:26+0800,CKg8bx2ZWimiLnyIn1,192.168.84.22,59473,192.168.84.22,280,tcp,,8.2e-05,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6175.0,2025-06-23T01:55:26+0800,CpYL7owZnZbWZhMj,192.168.84.22,57743,192.168.84.22,9,tcp,,0.000405,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6176.0,2025-06-23T01:55:26+0800,CFbAO93TdOlyU5ZKph,192.168.84.22,59151,192.168.84.22,3986,tcp,,0.000282,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6177.0,2025-06-23T01:55:26+0800,CLQDaE2FARyRtjdw8f,192.168.84.22,59833,192.168.84.22,3871,tcp,,0.000399,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6178.0,2025-06-23T01:55:26+0800,CasHBZ1PsP9l90wdfg,192.168.84.22,59927,192.168.84.22,1123,tcp,,0.000174,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6179.0,2025-06-23T01:55:26+0800,CWnhmEJ0Zk70FIuNj,192.168.84.22,60463,192.168.84.22,1805,tcp,,0.000219,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6180.0,2025-06-23T01:55:26+0800,C5jnc2Nv9h8ZB49k5,192.168.84.22,59817,192.168.84.22,4662,tcp,,0.00024,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6181.0,2025-06-23T01:55:26+0800,C8jU5026n0hHIBIaB9,192.168.84.22,58973,192.168.84.22,179,tcp,,0.000193,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6182.0,2025-06-23T01:55:26+0800,CUQBUsCndR3g7Yu89,192.168.84.22,60653,192.168.84.22,1047,tcp,,0.000519,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6183.0,2025-06-23T01:55:26+0800,Cb7r3vMW8dsmDPRoi,192.168.84.22,60051,192.168.84.22,1840,tcp,,0.00012,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6184.0,2025-06-23T01:55:26+0800,CYDYHw1qOacwAoGee,192.168.84.22,58425,192.168.84.22,1108,tcp,,7.3e-05,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6185.0,2025-06-23T01:55:26+0800,C7HGYfTwUKsb6iBXc,192.168.84.22,58439,192.168.84.22,3,tcp,,0.000455,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6186.0,2025-06-23T01:55:26+0800,C5fVmlRMS09ICv6g9,192.168.84.22,57031,192.168.84.22,1111,tcp,,0.000156,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6187.0,2025-06-23T01:55:26+0800,CyFgq2unoB9TbPN1k,192.168.84.22,58457,192.168.84.22,5802,tcp,,0.000413,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6188.0,2025-06-23T01:55:26+0800,CJFxiK2vTaLKSGGRr6,192.168.84.22,59325,192.168.84.22,10002,tcp,,0.00028,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6189.0,2025-06-23T01:55:26+0800,C8iVmdgJ1TCEf6XG7,192.168.84.22,59605,192.168.84.22,55055,tcp,,0.000117,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6190.0,2025-06-23T01:55:26+0800,CSRXmq1blCnPiYSBd5,192.168.84.22,60945,192.168.84.22,1132,tcp,,0.000165,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6191.0,2025-06-23T01:55:26+0800,Ch0O9zPEUt6PkftWe,192.168.84.22,59295,192.168.84.22,9110,tcp,,0.000135,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6192.0,2025-06-23T01:55:26+0800,CdOu5KQKQFq01a8b1,192.168.84.22,57337,192.168.84.22,3128,tcp,,0.000161,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6193.0,2025-06-23T01:55:26+0800,Cnts092fSuC7lZdYj6,192.168.84.22,60977,192.168.84.22,2022,tcp,,0.000392,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6194.0,2025-06-23T01:55:26+0800,C1Y7uBau16JIxh75b,192.168.84.22,60405,192.168.84.22,11111,tcp,,0.000185,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6195.0,2025-06-23T01:55:26+0800,CaPPKT0TOrJsezJL7,192.168.84.22,60949,192.168.84.22,6002,tcp,,0.000198,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6196.0,2025-06-23T01:55:26+0800,CzHwscXFbbVNp0No9,192.168.84.22,58725,192.168.84.22,2170,tcp,,0.000157,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6197.0,2025-06-23T01:55:26+0800,CRlhJp1izr6JFm79mf,192.168.84.22,58741,192.168.84.22,10617,tcp,,0.000166,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6198.0,2025-06-23T01:55:26+0800,CqOJYg4AjIesozmoK2,192.168.84.22,59673,192.168.84.22,1433,tcp,,0.000135,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6199.0,2025-06-23T01:55:26+0800,CD8TGT27MGLQAUbSlg,192.168.84.22,57569,192.168.84.22,1068,tcp,,0.000322,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6200.0,2025-06-23T01:55:26+0800,Cc3lAF2jvWaIzxshia,192.168.84.22,57963,192.168.84.22,3493,tcp,,0.000183,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6201.0,2025-06-23T01:55:26+0800,Cny2yD6N6UITJotPh,192.168.84.22,60849,192.168.84.22,1114,tcp,,0.000289,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6202.0,2025-06-23T01:55:26+0800,CTyqwK2B9e1Nj7Ubp9,192.168.84.22,60321,192.168.84.22,6006,tcp,,0.000342,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6203.0,2025-06-23T01:55:26+0800,Cbo6IB2bdNTUCOtrsg,192.168.84.22,60821,192.168.84.22,1001,tcp,,0.000118,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6204.0,2025-06-23T01:55:26+0800,CZWnle10zmeNyESgg9,192.168.84.22,60225,192.168.84.22,3703,tcp,,0.000195,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6205.0,2025-06-23T01:55:26+0800,CnnXcrsekp3knA7C7,192.168.84.22,59473,192.168.84.22,3851,tcp,,0.000414,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6206.0,2025-06-23T01:55:26+0800,Co4Th41ZVYr1cQKgs4,192.168.84.22,57855,192.168.84.22,5226,tcp,,0.000347,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6207.0,2025-06-23T01:55:26+0800,CLmKVc388m0DG129W8,192.168.84.22,59329,192.168.84.22,2323,tcp,,0.000201,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6208.0,2025-06-23T01:55:26+0800,CCSz0X2jPSHrtfmn75,192.168.84.22,60555,192.168.84.22,8194,tcp,,0.000174,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6209.0,2025-06-23T01:55:26+0800,C6VYDC2Ee2nCsPvqgd,192.168.84.22,60755,192.168.84.22,2004,tcp,,0.000327,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6210.0,2025-06-23T01:55:26+0800,Ciz68BkIdqEbm5x5d,192.168.84.22,59863,192.168.84.22,4446,tcp,,0.000127,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6211.0,2025-06-23T01:55:26+0800,CeBaCu26RHiG41RsMl,192.168.84.22,60621,192.168.84.22,5963,tcp,,0.000115,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6212.0,2025-06-23T01:55:26+0800,C1698HwBmtnQhih65,192.168.84.22,57079,192.168.84.22,49400,tcp,,0.000203,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6213.0,2025-06-23T01:55:26+0800,C1QOWD3Efp6ajO2f54,192.168.84.22,60505,192.168.84.22,49163,tcp,,0.000217,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6214.0,2025-06-23T01:55:26+0800,CnLjVd3TPj0VnsQnVj,192.168.84.22,59339,192.168.84.22,52848,tcp,,0.000199,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6215.0,2025-06-23T01:55:26+0800,CWeWyU2zs0XNePKeek,192.168.84.22,59139,192.168.84.22,4998,tcp,,0.000218,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6216.0,2025-06-23T01:55:26+0800,Cr2aGP19myBZ0gmSgb,192.168.84.22,58659,192.168.84.22,7911,tcp,,0.000192,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6217.0,2025-06-23T01:55:26+0800,CRjt3yiD34Gxy0uYc,192.168.84.22,58737,192.168.84.22,61532,tcp,,0.000352,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6218.0,2025-06-23T01:55:26+0800,CCh98Z1f4dASA5Oy96,192.168.84.22,60713,192.168.84.22,49160,tcp,,0.000317,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6219.0,2025-06-23T01:55:26+0800,CkDEAy3YCoEonN1Y6e,192.168.84.22,60007,192.168.84.22,15002,tcp,,0.000382,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6220.0,2025-06-23T01:55:26+0800,CaSR8k2oPLGRoGGjs7,192.168.84.22,60719,192.168.84.22,88,tcp,,0.000337,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6221.0,2025-06-23T01:55:26+0800,CCgayP3EWK0PzncCT8,192.168.84.22,59783,192.168.84.22,2009,tcp,,0.000365,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6222.0,2025-06-23T01:55:26+0800,ClzGFw4eQfGR0ipWWg,192.168.84.22,59643,192.168.84.22,5087,tcp,,0.000537,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6223.0,2025-06-23T01:55:26+0800,CNKkIO1VLiE2z9kS2d,192.168.84.22,58399,192.168.84.22,2034,tcp,,0.000375,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6224.0,2025-06-23T01:55:26+0800,Ct32YH1iNWpaQsZ1Qi,192.168.84.22,58555,192.168.84.22,7004,tcp,,0.000456,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6225.0,2025-06-23T01:55:26+0800,CxI5ePsmfllw4k1g8,192.168.84.22,59825,192.168.84.22,6005,tcp,,0.000683,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6226.0,2025-06-23T01:55:26+0800,Ce4CQ43XPHVdEjuea3,192.168.84.22,60931,192.168.84.22,1059,tcp,,0.000368,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6227.0,2025-06-23T01:55:26+0800,CpnfC01tf4oTV5Bmt5,192.168.84.22,60637,192.168.84.22,801,tcp,,0.000375,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6228.0,2025-06-23T01:55:26+0800,CI89wV2iDTNKktAD77,192.168.84.22,57453,192.168.84.22,1033,tcp,,0.000285,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6229.0,2025-06-23T01:55:26+0800,CtTLH53jcAThr0liY2,192.168.84.22,57973,192.168.84.22,1029,tcp,,0.000377,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6230.0,2025-06-23T01:55:26+0800,CRU9Jo3XBNOhYyBLWa,192.168.84.22,59637,192.168.84.22,1080,tcp,,0.00036,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6231.0,2025-06-23T01:55:26+0800,CqNXTB1rLjqxNmpaTd,192.168.84.22,60143,192.168.84.22,301,tcp,,0.000192,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6232.0,2025-06-23T01:55:26+0800,Cnf1QR1n3IFWlickX4,192.168.84.22,56991,192.168.84.22,2005,tcp,,0.000234,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6233.0,2025-06-23T01:55:26+0800,C5XQuG2C6r8QEkQ88,192.168.84.22,58457,192.168.84.22,2725,tcp,,0.000161,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6234.0,2025-06-23T01:55:26+0800,CBq6Lw4fsC5IEONN51,192.168.84.22,59883,192.168.84.22,19780,tcp,,0.000182,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6235.0,2025-06-23T01:55:26+0800,CSAXiH3XlAbalQeVu5,192.168.84.22,57625,192.168.84.22,6059,tcp,,9.7e-05,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6236.0,2025-06-23T01:55:26+0800,CXysbD1Tn5LaGxcm85,192.168.84.22,57881,192.168.84.22,2920,tcp,,0.000426,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6237.0,2025-06-23T01:55:26+0800,CPijXO3BmEZTDg1XH9,192.168.84.22,59217,192.168.84.22,7435,tcp,,0.000102,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6238.0,2025-06-23T01:55:26+0800,CCugvk3TCOIq8VyhD2,192.168.84.22,57525,192.168.84.22,100,tcp,,0.000126,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6239.0,2025-06-23T01:55:26+0800,CsBMeD3c6OLZjHNco2,192.168.84.22,60303,192.168.84.22,646,tcp,,0.000143,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6240.0,2025-06-23T01:55:26+0800,CbEjDy33T4wYHHabml,192.168.84.22,58461,192.168.84.22,5566,tcp,,0.000182,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6241.0,2025-06-23T01:55:26+0800,C5HGqc4En1F7FlQ0sc,192.168.84.22,57979,192.168.84.22,6580,tcp,,0.00013,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6242.0,2025-06-23T01:55:26+0800,C72iiB2XW2JKvx4ewd,192.168.84.22,59301,192.168.84.22,49153,tcp,,0.000251,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6243.0,2025-06-23T01:55:26+0800,CdB9mz2QyiCHLnh0S5,192.168.84.22,56933,192.168.84.22,4111,tcp,,0.000388,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6244.0,2025-06-23T01:55:26+0800,C7CsUC21lvQrgiKmHb,192.168.84.22,57931,192.168.84.22,5859,tcp,,0.000181,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6245.0,2025-06-23T01:55:26+0800,C4CyFm46k8F7NcU0bf,192.168.84.22,60991,192.168.84.22,16993,tcp,,0.000139,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6246.0,2025-06-23T01:55:26+0800,C1vRxG2I40brUzNGhi,192.168.84.22,57561,192.168.84.22,32781,tcp,,0.000184,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6247.0,2025-06-23T01:55:26+0800,C1lLPJ392vmtTCh7u9,192.168.84.22,60587,192.168.84.22,787,tcp,,8.8e-05,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6248.0,2025-06-23T01:55:26+0800,COFVA3Nm7GISRcNQ4,192.168.84.22,57487,192.168.84.22,10010,tcp,,0.000145,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6249.0,2025-06-23T01:55:26+0800,CfyOKc03xAzerqI16,192.168.84.22,57771,192.168.84.22,2718,tcp,,9.9e-05,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6250.0,2025-06-23T01:55:26+0800,CzqfFOeP4cewopA5e,192.168.84.22,59297,192.168.84.22,6004,tcp,,0.000217,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6251.0,2025-06-23T01:55:26+0800,CmxIlx4pmAeX0C1KU2,192.168.84.22,57373,192.168.84.22,6156,tcp,,0.000351,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6252.0,2025-06-23T01:55:26+0800,C2a6fqutIbjsTJlWl,192.168.84.22,60981,192.168.84.22,1192,tcp,,0.000179,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6253.0,2025-06-23T01:55:26+0800,CON1Cl1AG0ABAk8jv9,192.168.84.22,60217,192.168.84.22,6389,tcp,,0.000228,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
6254.0,2025-06-23T01:55:26+0800,Cx7bLf4J0pNat7PjS9,192.168.84.22,57017,192.168.84.22,1069,tcp,,0.000197,0.0,0.0,RSTRH,T,T,0,Cr,0,0,1,40,,Malicious
